iter,energy,gamma[0],beta[0],phi[0],gamma[1],beta[1],phi[1],gamma[2],beta[2],phi[2],gamma[3],beta[3],phi[3],gamma[4],beta[4],phi[4],gamma[5],beta[5],phi[5],gamma[6],beta[6],phi[6],gamma[7],beta[7],phi[7],gamma[8],beta[8],phi[8],gamma[9],beta[9],phi[9],gamma[10],beta[10],phi[10],gamma[11],beta[11],phi[11],gamma[12],beta[12],phi[12],gamma[13],beta[13],phi[13]
47,-27.634926080703735,0.2621546657898856,0.04001357977776713,0.0,0.6861136011188445,0.07116316344491987,0.8980804573986578,1.0,0.0,0.9997834435096579,0.019164492817771474,0.9742355906032553,0.984030845451219,0.03781585388911065,0.9166292622843129,1.0,1.0,0.977303606361892,1.0,1.0,1.0,0.9581728865780399,0.0,1.0,0.9896251679996031,0.9825782879456431,0.05451145948916002,0.9981633129135936,1.0,0.9630513159262458,1.0,1.0,0.9818292017125118,0.0,0.0,1.0,1.0,1.0,0.0443758961414291,0.0,0.0,1.0,0.9934556789379344
48,-27.642793506383896,0.26188957152648357,0.03867537461753492,0.0,0.685892614783479,0.07181075231791825,0.8972113433353123,1.0,0.0,0.9992361210227821,0.017875725984753652,0.9737350393161036,0.9837201914791464,0.036549136691254286,0.9162956496067616,1.0,1.0,0.9772319011439906,1.0,1.0,1.0,0.9593713268108955,0.0,1.0,0.9907423563349663,0.9825686067291085,0.05437727262197742,0.998615816736574,1.0,0.963486184716437,1.0,1.0,0.9823835228893855,0.0,0.0,1.0,1.0,1.0,0.04525032791852397,0.0,0.0,1.0,0.9944539616925175
49,-27.65066885948181,0.26181207791500544,0.03796270835698895,0.0,0.6858019432036407,0.07225899417537918,0.8962402022886325,1.0,0.0,0.9992767092324769,0.01750076049519725,0.9735953882532098,0.9832817246480796,0.03630763167316495,0.9158021836959428,1.0,1.0,0.9771114140965218,1.0,1.0,1.0,0.9593201903652419,0.0,1.0,0.9911908344922616,0.9826083575988149,0.05452072157699703,0.9989417082424539,1.0,0.963776684785198,1.0,1.0,0.9827983886207532,0.0,0.0,1.0,1.0,1.0,0.04593581109297987,0.0,0.0,1.0,0.9946655571075436
50,-27.65711560845375,0.2617154912243309,0.038660127545239883,0.0,0.6865443973854988,0.07311433664976037,0.8949684999196518,1.0,0.0,0.9994734019069249,0.018023422870939644,0.9737194886384887,0.9830213564765505,0.03770996478587802,0.9145673494242212,1.0,1.0,0.9774362933410122,1.0,1.0,1.0,0.9575508665700171,0.0,1.0,0.9913420843491975,0.9827633417780486,0.05503936081802413,0.999012067778083,1.0,0.9639742754098897,1.0,1.0,0.9820783125633356,0.0,0.0,1.0,1.0,1.0,0.04671560028670066,0.0,0.0,1.0,0.9945358485401943
51,-27.657152950763702,0.2617152325205963,0.03866203523950249,0.0,0.6865450238753773,0.07311516574215125,0.8949686155352248,1.0,0.0,0.9994739135482379,0.018024806110301838,0.973720213056,0.9830215836493954,0.03771220520047739,0.9145674312188161,1.0,1.0,0.9774371169846825,1.0,1.0,1.0,0.9575493743241031,0.0,1.0,0.9913414050244681,0.9827628647210918,0.05504000775251205,0.9990116740894172,1.0,0.9639741700801266,1.0,1.0,0.9820771995082506,0.0,0.0,1.0,1.0,1.0,0.046715653052788596,0.0,0.0,1.0,0.9945355726014923
52,-27.66295376420021,0.26149861439251887,0.03769491253149627,0.0,0.686024329250393,0.07399003548402323,0.8933902965711727,1.0,0.0,1.0,0.01824626218783039,0.9737046188934905,0.9822371406924157,0.03814727872140551,0.9142087525294205,1.0,1.0,0.9772060121606109,1.0,1.0,1.0,0.9570592586659317,0.0,1.0,0.991382056331397,0.9826066344398775,0.055793156656305395,0.9994604513171012,1.0,0.964554976462748,1.0,1.0,0.983148574732465,0.0,0.0,1.0,1.0,1.0,0.04778620966553055,0.0,0.0,1.0,0.9943120767527949
53,-27.66800320148468,0.2612255368507786,0.03581633893446347,0.0,0.6849384145029799,0.07462160812873514,0.8921560726483999,1.0,0.0,1.0,0.017996993890335135,0.9733880613825436,0.9813989295129038,0.037577814801081785,0.9143930219144406,1.0,0.999942831214106,0.9766595664461876,1.0,1.0,1.0,0.9578535504160282,0.0,1.0,0.9915836594845238,0.9824316900414876,0.05643663573356292,1.0,1.0,0.9652088165101786,1.0,1.0,0.984824002719647,0.0,0.0,1.0,1.0,1.0,0.04871435874809922,0.0,0.0,1.0,0.994386132432022
54,-27.674145221710205,0.26104725517752325,0.03439381719410637,0.0,0.6839811649802714,0.0744705998841324,0.892441826131957,1.0,0.0,0.9991006198456385,0.01734615650881674,0.972852554318862,0.9812199083647007,0.03612534136648161,0.9153282690566419,1.0,0.9999414755501537,0.9761228887790288,1.0,1.0,1.0,0.9598119576886793,0.0,1.0,0.9918089621249907,0.9823818234979411,0.056338610213412334,1.0,1.0,0.9653852872109228,1.0,1.0,0.9859438274256764,0.0,0.0,1.0,1.0,1.0,0.048731170772951,0.0,0.0,1.0,0.9948939227149898
55,-27.67815598845482,0.2604785033814934,0.03239279884869202,0.0,0.6830008640391869,0.07528504960725584,0.8913996799722987,1.0,0.0,0.9981649465279776,0.01675304525926133,0.9721105903787555,0.9802691883431448,0.034807746374005605,0.9157410544562077,1.0,0.9998463493136521,0.9757398919567347,1.0,1.0,1.0,0.9612051299829582,0.0,1.0,0.9923958845697878,0.9824149872754078,0.057169564070143536,1.0,1.0,0.9661012641161976,1.0,1.0,0.9872386931652807,0.0,0.0,1.0,1.0,1.0,0.04988631255040049,0.0,0.0,1.0,0.9954637106192873
56,-27.682408720254898,0.26028132866738224,0.03361906938630063,0.0,0.6839306955344748,0.07619239324698465,0.8906480780943272,1.0,0.0,0.9986821311498967,0.017173720715907385,0.972317359781597,0.9799794939719016,0.035817845300215846,0.9147145976173384,1.0,0.9998055495928703,0.9764143840793501,1.0,1.0,1.0,0.959836810734175,0.0,1.0,0.9925813925603384,0.9825283861133931,0.05757431854307211,1.0,1.0,0.9663457540139044,1.0,1.0,0.9862616966093557,0.0,0.0,1.0,1.0,1.0,0.05057291999276958,0.0,0.0,1.0,0.9954840646052988
57,-27.6867498755455,0.2599732112111725,0.032524548882547286,0.0,0.6832715424627696,0.07652111779047309,0.8894244293179816,1.0,0.0,0.998871505724738,0.0168897848817681,0.9721747530879068,0.979272898149565,0.035509722193936874,0.9144301173337588,1.0,0.9997056658204052,0.976450874926524,1.0,1.0,1.0,0.9602745125485042,0.0,1.0,0.992697624429854,0.9824348112406773,0.057583408563979706,1.0,1.0,0.9671370834277533,1.0,1.0,0.9873580833311002,0.0,0.0,1.0,1.0,1.0,0.051372428057115505,0.0,0.0,1.0,0.9955282202711536
58,-27.691762566566467,0.2588099399476228,0.02953359449417309,0.0,0.6817742487386188,0.07874860397892171,0.8851411894390065,1.0,0.0,0.9991092510867597,0.016044450259632425,0.971468659279796,0.9766587106742837,0.034694192969934826,0.9132018698948857,1.0,0.9993775996982988,0.9767244854523155,1.0,1.0,1.0,0.9610044394517453,0.0,1.0,0.9935118837851026,0.9823818722373213,0.05836809879967213,0.9996071273375501,1.0,0.9698325854290424,1.0,1.0,0.9901159014787926,0.0,0.0,1.0,1.0,1.0,0.054755438985010674,0.0,0.0,1.0,0.9959864684886505
59,-27.693586319684982,0.25774602822644366,0.027018299447570605,3.8973337443698236e-05,0.6803986815739498,0.08045504985386823,0.8819176792294113,1.0,0.0,0.9984868882953031,0.015103455032280794,0.970520531519681,0.9745564753629395,0.03352034549713611,0.9126349984997768,1.0,0.9991010818629226,0.9768044224287691,1.0,1.0,1.0,0.9621886933399776,0.0,1.0,0.9943641526084033,0.9824342503023211,0.05891647932408807,0.9985617814295533,1.0,0.9719117380372764,1.0,1.0,0.9922812606845971,0.0,0.0,1.0,1.0,1.0,0.057425370143692096,0.0,6.008485536654238e-05,1.0,0.9967559760808048
60,-27.693598717451096,0.25771674638632325,0.02693707240080453,3.887880227380438e-05,0.6803536622382484,0.0805027920374177,0.8818306608264016,1.0,0.0,0.9984615542616291,0.015076310846273144,0.9704893829261241,0.9744950688271984,0.033476087470511534,0.9126263705700137,1.0,0.9990934444905333,0.9768008485150508,1.0,1.0,1.0,0.9622342932249669,0.0,1.0,0.9943882081359039,0.9824359533679841,0.0589331957097402,0.9985320097453151,1.0,0.9719688212579503,1.0,1.0,0.9923481645774792,0.0,0.0,1.0,1.0,1.0,0.05750098595583896,0.0,6.231900437791911e-05,1.0,0.9967831547730635
61,-27.697922825813293,0.2576754294219909,0.026825119438264787,3.0602283692230924e-05,0.6800592551328819,0.0802562888216976,0.882496323509535,1.0,0.0,0.9972255650134041,0.014818214501108097,0.9699261029331453,0.9745841333453906,0.03256928909581288,0.9134135757529475,1.0,0.9991089533961426,0.9764649626577951,1.0,1.0,1.0,0.9633268665819151,0.0,1.0,0.9945253175763336,0.982566405234115,0.05863182368519703,0.997489093939638,1.0,0.9716784338465715,1.0,1.0,0.9922777337661157,0.0,0.0,1.0,0.9999970044942568,1.0,0.057243793714111986,0.0,0.00016691839809765928,1.0,0.9974795482444349
62,-27.702032774686813,0.2571468698020388,0.0258451927135848,0.0,0.6793186900836793,0.08092053919069912,0.8815150534902606,1.0,0.0,0.9968773289709206,0.014640909927984284,0.9693395644852985,0.9738099384645472,0.03192857901131352,0.9134312796943266,1.0,0.9987812169070202,0.9758712250236713,1.0,0.9999242223012025,1.0,0.9640549314664004,0.0,1.0,0.9944341900525936,0.9826072888570774,0.05885385139455028,0.9975181702172354,1.0,0.9722987646699142,1.0,1.0,0.9934704450728911,0.0,0.0,1.0,0.9995839236180092,0.9998945838632548,0.057843189991109996,0.0,0.00025551698246402844,1.0,0.9977923315145367
63,-27.706046402454376,0.2562209270099755,0.024271500358104003,4.1393623948571766e-05,0.6782151094030501,0.08234005366134486,0.8793599097575776,1.0,0.0,0.9969827533503544,0.014493913215389662,0.9686908507116837,0.9724427430324212,0.03134904443834261,0.9129491539280762,0.9999456616603717,0.9981748439961554,0.9751168748042158,1.0,0.9997933422261703,1.0,0.9647664081572436,0.0,1.0,0.9942978543672375,0.9826413364915235,0.05921117647873197,0.9978783435981713,1.0,0.9735634797260228,1.0,1.0,0.9954701636395773,2.806872805065465e-05,0.0,1.0,0.9990768871790321,0.9997235878402815,0.059131439418394875,0.0,0.0004061188132405088,1.0,0.9979756727707705
64,-27.70782235264778,0.2556582096591576,0.023580883203711888,0.00016975274562626685,0.6775148191295338,0.08302029598107516,0.8782672899071737,0.9998960476088495,7.126055245577938e-05,0.9967544819391223,0.014576926647234797,0.9683983875808704,0.9716008495859306,0.030899417587781825,0.9126891661332406,0.999776298728052,0.9977355829351602,0.974516279208723,1.0,0.9995164790054977,1.0,0.9651613634922951,0.0,1.0,0.9942041292474592,0.9827857667661875,0.05931728706868724,0.9976325461399134,1.0,0.9740669250411081,1.0,1.0,0.9965406478297161,0.00012108928416378418,0.0,1.0,0.9986896146081174,0.9994964770075134,0.059812405003834265,0.0,0.0004995941734175906,1.0,0.9984059616902675
65,-27.708749800920486,0.2545156884741629,0.02267023563986014,0.00034677990385507983,0.6766805850994896,0.08426428340684886,0.8760457954709139,0.9998448015481208,0.0002264042503505667,0.996338608290963,0.014660897590772246,0.9679133794440558,0.9701859147089883,0.030342924879933515,0.9119726521470455,0.9996159734279831,0.9970941945303482,0.9738874623758994,1.0,0.9992207225477411,1.0,0.9655328973178694,0.0,1.0,0.9939934438419207,0.9828543037342979,0.059552847794675956,0.9971003706065142,1.0,0.9749620702198225,1.0,1.0,0.9978948253637436,0.00031505850756291775,1.2282733333587845e-05,0.9999128870979327,0.998116004289854,0.9991382503509333,0.061058040851221615,0.0,0.0007754532719183209,1.0,0.9993380538091027
66,-27.708942115306854,0.2534099477756219,0.02189250714490208,0.0005625890932234316,0.6758969590820612,0.08546896825646824,0.8738899120018844,0.9997664122997674,0.000410618335089163,0.9958519211218813,0.0147339671949899,0.9674765083314181,0.9687965784258169,0.02980927573921024,0.911221940928426,0.9994571994551193,0.9965019847209402,0.9733284261472883,1.0,0.9989206453134758,1.0,0.9659112256756998,0.0,1.0,0.9938514856542603,0.9829046218061794,0.05970918411078615,0.9963616851647613,1.0,0.9757880256615574,1.0,1.0,0.9982562054942611,0.0005491321729909103,2.7990797200624512e-05,0.9997815084383768,0.9975626764054714,0.9987770327411396,0.06231123340132255,0.0,0.0011044750827457958,1.0,0.9994516853324652
67,-27.70898151397705,0.2533346859609549,0.021854053048619156,0.0005781180149764883,0.6758474645217729,0.0855490724051428,0.8737404224356435,0.9997611528135317,0.00042182041140103444,0.9958249589112306,0.01474353720591951,0.9674529219095742,0.9687040124295152,0.029782091413284625,0.9111619047915293,0.9994479486652728,0.99646253418532,0.9732931026583015,1.0,0.9988979307479905,1.0,0.965925396454065,0.0,1.0,0.9938389300768102,0.9829078406453724,0.05972263991775186,0.9963137129513735,1.0,0.9758437871219411,1.0,1.0,0.9982868664354825,0.000566043715145079,2.8199734431370082e-05,0.9997710225525723,0.9975238868724176,0.998752743528821,0.06239736740783093,0.0,0.0011274661020397876,1.0,0.99946132628714
68,-27.70898151397705,0.2533346859607913,0.021854053048553066,0.0005781180150116592,0.6758474645216753,0.08554907240531828,0.8737404224353179,0.9997611528135194,0.0004218204114270923,0.9958249589111847,0.014743537205946827,0.9674529219095326,0.9687040124293158,0.029782091413242937,0.9111619047913897,0.9994479486652539,0.9964625341852359,0.9732931026582339,1.0,0.9988979307479403,1.0,0.9659253964540763,0.0,1.0,0.9938389300767801,0.9829078406453814,0.05972263991778588,0.9963137129512757,1.0,0.9758437871220563,1.0,1.0,0.9982868664355328,0.000566043715181864,2.819973443054293e-05,0.999771022552552,0.9975238868723327,0.9987527435287696,0.06239736740801807,0.0,0.0011274661020869265,1.0,0.9994613262871558
